Date,Transaction_Type,Transaction_Amount,Region,Payment_Method,Fraud_Flag,Likelihood,Impact,Risk_Score,Risk_Level
04-02-2024,Credit,2781.18,Robinson and Sons,Cash,0,2,2,4,Low
18-11-2024,Credit,7293.75,"King, Roberts and White",Credit Card,0,2,3,6,Low
26-03-2024,Debit,4225.93,Kelly-Richardson,Cash,1,5,3,15,High
29-04-2024,Credit,5502.99,Nichols and Sons,Bank Transfer,0,2,3,6,Low
17-03-2024,Credit,2614.14,"Moyer, Richardson and Day",Credit Card,0,2,2,4,Low
18-02-2024,Refund,6501.19,Jackson Ltd,Credit Card,1,5,3,15,High
16-12-2024,Credit,1641.56,Gonzalez PLC,Cash,0,2,2,4,Low
27-03-2024,Refund,4566.12,Benson PLC,Bank Transfer,0,2,3,6,Low
10-11-2024,Refund,9447.96,Hernandez LLC,Credit Card,0,2,5,10,Medium
17-10-2024,Debit,6768.49,Price and Sons,Bank Transfer,0,2,3,6,Low
17-01-2024,Debit,9402.59,Schmidt-Rivera,Credit Card,0,2,5,10,Medium
28-12-2024,Debit,1441.01,"Cummings, Nichols and Soto",Bank Transfer,0,2,2,4,Low
10-09-2024,Debit,2045.59,Willis-Cortez,Credit Card,0,2,2,4,Low
29-04-2024,Refund,6299.39,Mejia Inc,Cash,0,2,3,6,Low
23-11-2024,Debit,2701.3,"Hill, Parks and Jackson",Credit Card,1,5,2,10,Medium
02-07-2024,Refund,6334.87,Wiley Group,Credit Card,0,2,3,6,Low
31-10-2024,Debit,6459.26,Brooks Group,Bank Transfer,0,2,3,6,Low
16-04-2024,Credit,7147.31,Dixon Ltd,Bank Transfer,0,2,3,6,Low
22-01-2024,Credit,5640.79,Clark-Camacho,Cash,0,2,3,6,Low
14-05-2024,Refund,6481.23,Golden Inc,Bank Transfer,0,2,3,6,Low
30-01-2024,Credit,5119.16,"Mcknight, Taylor and Hernandez",Bank Transfer,0,2,3,6,Low
27-05-2024,Credit,1648.79,"Casey, Saunders and Miller",Bank Transfer,0,2,2,4,Low
19-11-2024,Refund,8217.46,"Ho, Rush and Page",Credit Card,1,5,5,25,High
01-06-2024,Credit,3170.44,Bryant-Johnson,Cash,0,2,3,6,Low
28-12-2024,Credit,7879.96,Walton Group,Credit Card,0,2,3,6,Low
03-02-2024,Credit,3795.63,Meyer Ltd,Credit Card,0,2,3,6,Low
17-02-2024,Debit,9640.54,Carney-Jones,Credit Card,0,2,5,10,Medium
05-10-2024,Refund,2482.5,Foley PLC,Bank Transfer,0,2,2,4,Low
28-09-2024,Debit,2708.55,Mcdonald Inc,Credit Card,0,2,2,4,Low
30-10-2024,Credit,5319.39,Aguilar Group,Cash,0,2,3,6,Low
19-02-2024,Credit,6842.95,Reed Group,Credit Card,0,2,3,6,Low
28-08-2024,Debit,4073.74,Pena LLC,Bank Transfer,0,2,3,6,Low
30-11-2024,Credit,3300.28,Sandoval LLC,Cash,0,2,3,6,Low
10-12-2024,Refund,898.85,Patton-Rios,Bank Transfer,0,2,2,4,Low
01-12-2024,Refund,9093.36,Galloway-George,Cash,0,2,5,10,Medium
01-06-2024,Refund,7782.93,Davidson Inc,Credit Card,0,2,3,6,Low
20-10-2024,Credit,1471.83,Guerrero Ltd,Cash,0,2,2,4,Low
17-12-2024,Refund,7982.99,Huffman and Sons,Cash,0,2,3,6,Low
17-08-2024,Refund,2743.73,Kidd-Chavez,Credit Card,0,2,2,4,Low
18-03-2024,Credit,988.49,"Hanson, Duke and Jackson",Bank Transfer,0,2,2,4,Low
29-11-2024,Debit,9795.06,Jackson PLC,Bank Transfer,0,2,5,10,Medium
07-07-2024,Debit,2230.03,Mitchell-Cox,Credit Card,1,5,2,10,Medium
06-09-2024,Credit,9518.31,Hayden and Sons,Credit Card,0,2,5,10,Medium
19-05-2024,Refund,7829.51,"Cortez, Kelly and Smith",Credit Card,1,5,3,15,High
05-04-2024,Debit,1243.8,Morrison-Smith,Cash,0,2,2,4,Low
11-02-2024,Debit,5269.49,Swanson PLC,Credit Card,0,2,3,6,Low
05-07-2024,Debit,8756.36,"Morris, Baxter and Crane",Credit Card,0,2,5,10,Medium
16-10-2024,Credit,5892.38,Sullivan Inc,Credit Card,0,2,3,6,Low
22-01-2024,Debit,8069.91,Zavala PLC,Bank Transfer,0,2,5,10,Medium
22-01-2024,Debit,964.45,Shepard-Dodson,Bank Transfer,0,2,2,4,Low
18-02-2024,Credit,3495.51,"Rivera, Roman and Mejia",Credit Card,0,2,3,6,Low
04-04-2024,Credit,5725.86,Brown-Manning,Credit Card,0,2,3,6,Low
18-01-2024,Credit,2827.15,Gardner-Lewis,Cash,0,2,2,4,Low
02-10-2024,Debit,2717.83,Patterson-Mcdaniel,Cash,0,2,2,4,Low
19-07-2024,Debit,999.67,Lyons and Sons,Cash,0,2,2,4,Low
03-06-2024,Credit,489.15,Wright Inc,Credit Card,0,2,2,4,Low
29-12-2024,Refund,3186.78,Griffith-Perry,Credit Card,0,2,3,6,Low
29-08-2024,Credit,7521.21,Bell LLC,Bank Transfer,0,2,3,6,Low
06-02-2024,Debit,1814.92,"Ochoa, Green and Peterson",Credit Card,0,2,2,4,Low
01-03-2024,Debit,8062.79,"Miller, Shannon and Phillips",Cash,1,5,5,25,High
16-11-2024,Credit,6781.34,Gutierrez PLC,Credit Card,1,5,3,15,High
02-06-2024,Refund,7889.59,Lopez and Sons,Cash,0,2,3,6,Low
28-01-2024,Refund,5521.2,Lopez-Bass,Credit Card,0,2,3,6,Low
22-06-2024,Debit,8821.39,"Delgado, Williams and Lucas",Credit Card,0,2,5,10,Medium
10-03-2024,Refund,4032.49,Maldonado-Wiley,Bank Transfer,0,2,3,6,Low
17-05-2024,Refund,5927.18,Turner-Hartman,Cash,0,2,3,6,Low
29-04-2024,Refund,2598.02,Johnson Ltd,Cash,0,2,2,4,Low
27-06-2024,Credit,6869.72,Allen Group,Credit Card,0,2,3,6,Low
27-12-2024,Debit,7135.09,Smith LLC,Bank Transfer,1,5,3,15,High
10-09-2024,Credit,6579.05,"Howe, Charles and Moon",Bank Transfer,0,2,3,6,Low
23-10-2024,Refund,1435.27,Johnson-Hall,Bank Transfer,0,2,2,4,Low
22-03-2024,Debit,5679.93,Mcknight and Sons,Cash,0,2,3,6,Low
17-09-2024,Credit,2681.03,"Smith, Golden and Thompson",Credit Card,1,5,2,10,Medium
07-06-2024,Debit,9185.23,"Molina, Rios and Hernandez",Credit Card,0,2,5,10,Medium
11-03-2024,Credit,6395.54,Gibson Ltd,Credit Card,0,2,3,6,Low
24-12-2024,Debit,3707.81,Mccullough PLC,Cash,0,2,3,6,Low
12-08-2024,Credit,7777.51,"Marshall, Johnson and Nguyen",Bank Transfer,0,2,3,6,Low
05-05-2024,Refund,6785.37,"Sanders, Sanders and Patel",Cash,0,2,3,6,Low
16-12-2024,Credit,4188.26,Daniels-Maddox,Cash,0,2,3,6,Low
30-12-2024,Refund,4583.29,"Molina, Lynch and Williamson",Cash,0,2,3,6,Low
19-01-2024,Credit,4395.21,Young and Sons,Credit Card,0,2,3,6,Low
16-12-2024,Refund,3546.47,Wright and Sons,Credit Card,0,2,3,6,Low
01-11-2024,Refund,4691.97,"Kim, Wilson and Holden",Cash,0,2,3,6,Low
07-04-2024,Credit,2875.33,"Myers, King and Lewis",Cash,0,2,2,4,Low
25-01-2024,Credit,9526.64,Briggs LLC,Credit Card,0,2,5,10,Medium
03-05-2024,Debit,5210.74,Roberts Group,Credit Card,0,2,3,6,Low
11-01-2024,Credit,7187.48,Acevedo-Richard,Credit Card,0,2,3,6,Low
17-05-2024,Debit,9238.88,Mcdonald PLC,Cash,1,5,5,25,High
05-05-2024,Credit,2295.35,"Moreno, Hall and Williams",Bank Transfer,0,2,2,4,Low
02-12-2024,Debit,6360,"Spencer, Meadows and Nash",Cash,0,2,3,6,Low
09-01-2024,Refund,878.55,King Group,Credit Card,0,2,2,4,Low
09-07-2024,Credit,3063.56,Murray-Cruz,Credit Card,0,2,3,6,Low
30-10-2024,Refund,7708.08,Reese-Berry,Bank Transfer,0,2,3,6,Low
26-03-2024,Credit,8454,"Hernandez, Thornton and Conner",Bank Transfer,0,2,5,10,Medium
29-09-2024,Debit,6350.42,"Perez, Johnson and Patel",Cash,0,2,3,6,Low
29-08-2024,Credit,776.17,Higgins Group,Credit Card,0,2,2,4,Low
18-07-2024,Debit,2407.97,Ferrell-Mcdonald,Cash,0,2,2,4,Low
17-10-2024,Debit,945.4,Franco Ltd,Cash,0,2,2,4,Low
28-07-2024,Credit,5757.41,Turner-Jimenez,Bank Transfer,0,2,3,6,Low
19-12-2024,Refund,855.01,West and Sons,Bank Transfer,0,2,2,4,Low
25-05-2024,Credit,2865.65,"Anderson, Bailey and George",Credit Card,0,2,2,4,Low
24-07-2024,Refund,9296.59,"King, Miller and Wilson",Bank Transfer,0,2,5,10,Medium
20-10-2024,Debit,8085.39,Lawrence Ltd,Bank Transfer,1,5,5,25,High
03-08-2024,Credit,116.84,"Garcia, Rodriguez and Vega",Bank Transfer,0,2,2,4,Low
31-08-2024,Credit,9484.48,"Murray, Jones and Simmons",Cash,0,2,5,10,Medium
29-11-2024,Refund,6773.56,West-Farley,Cash,0,2,3,6,Low
18-06-2024,Credit,9325.09,"Turner, Baker and Potter",Cash,0,2,5,10,Medium
02-02-2024,Debit,1372.92,"Jones, Williams and Rivers",Cash,0,2,2,4,Low
17-07-2024,Credit,4983.07,Rosales-Sims,Credit Card,0,2,3,6,Low
18-04-2024,Debit,6854.37,Camacho and Sons,Credit Card,0,2,3,6,Low
11-07-2024,Debit,6770.97,Pena-Brown,Bank Transfer,0,2,3,6,Low
05-04-2024,Refund,5328.77,"Price, Lee and Smith",Credit Card,0,2,3,6,Low
21-10-2024,Refund,1255.67,"Robinson, Cooper and Pace",Bank Transfer,0,2,2,4,Low
26-05-2024,Debit,148.86,Clark LLC,Credit Card,0,2,2,4,Low
26-09-2024,Refund,1909.94,"Guerrero, Davidson and Barrett",Bank Transfer,1,5,2,10,Medium
30-12-2024,Refund,8315.66,"Anderson, Jackson and Perkins",Credit Card,0,2,5,10,Medium
23-09-2024,Debit,82.83,Myers-Taylor,Credit Card,0,2,2,4,Low
15-05-2024,Credit,4255.54,"Browning, Hernandez and Gallagher",Cash,1,5,3,15,High
09-02-2024,Credit,5347.9,"Smith, Ward and Campbell",Credit Card,0,2,3,6,Low
12-09-2024,Refund,3457.16,Friedman Inc,Cash,0,2,3,6,Low
10-03-2024,Refund,9942.28,"Miller, Harris and Olsen",Cash,0,2,5,10,Medium
21-07-2024,Debit,6615.13,Walker-Fletcher,Bank Transfer,0,2,3,6,Low
18-02-2024,Debit,9205.38,Vasquez-Cox,Credit Card,0,2,5,10,Medium
17-05-2024,Debit,9991.69,Ramirez-Ramos,Cash,0,2,5,10,Medium
09-01-2024,Debit,9449.96,"Randall, Turner and Barber",Credit Card,0,2,5,10,Medium
20-04-2024,Credit,6843.94,Lawson Inc,Cash,1,5,3,15,High
16-06-2024,Debit,433.14,Walker-Mullins,Cash,0,2,2,4,Low
21-09-2024,Debit,4492.03,Ortiz and Sons,Credit Card,0,2,3,6,Low
24-05-2024,Refund,1693.64,"Williams, Hunter and Adams",Cash,0,2,2,4,Low
02-03-2024,Debit,9302.55,"Lynn, Hull and Owen",Cash,0,2,5,10,Medium
13-11-2024,Refund,7639.47,Hall PLC,Bank Transfer,0,2,3,6,Low
04-12-2024,Debit,9038.95,"Guerrero, Nelson and Hart",Credit Card,1,5,5,25,High
03-05-2024,Debit,1756.39,"Stokes, Stanley and Riley",Bank Transfer,0,2,2,4,Low
17-09-2024,Refund,3676.84,Moore-Gamble,Cash,0,2,3,6,Low
10-10-2024,Credit,1341.85,Munoz and Sons,Credit Card,0,2,2,4,Low
12-09-2024,Credit,3539.38,"Wall, Taylor and Aguilar",Cash,1,5,3,15,High
26-06-2024,Refund,518.56,"Blair, Rodriguez and Cook",Credit Card,0,2,2,4,Low
23-09-2024,Refund,4960.12,Morton-Montes,Cash,0,2,3,6,Low
03-08-2024,Credit,1713.13,Joseph-Gordon,Credit Card,0,2,2,4,Low
14-09-2024,Refund,9697.59,Solomon LLC,Bank Transfer,1,5,5,25,High
04-10-2024,Refund,3386.21,"Thornton, Anthony and Long",Cash,0,2,3,6,Low
18-05-2024,Refund,6793.84,"Hooper, Cole and Rich",Cash,1,5,3,15,High
06-12-2024,Refund,8318.95,"Parker, Adams and Taylor",Bank Transfer,0,2,5,10,Medium
04-05-2024,Refund,8509.26,Sullivan-Wilkins,Credit Card,0,2,5,10,Medium
27-02-2024,Credit,8579.48,"Molina, Bowman and Daniels",Credit Card,0,2,5,10,Medium
17-05-2024,Refund,2907.75,Hernandez LLC,Credit Card,0,2,2,4,Low
14-04-2024,Credit,4836.42,Smith-Lane,Cash,0,2,3,6,Low
05-02-2024,Debit,2654.86,Chung-Munoz,Credit Card,0,2,2,4,Low
13-09-2024,Credit,32.32,"Haas, Chandler and Baldwin",Bank Transfer,0,2,2,4,Low
17-11-2024,Debit,6315.45,Yates Ltd,Bank Transfer,0,2,3,6,Low
18-09-2024,Credit,3942.28,Lozano-Higgins,Credit Card,0,2,3,6,Low
15-01-2024,Credit,9231.33,Thompson-Smith,Bank Transfer,1,5,5,25,High
26-10-2024,Refund,9291.8,Weaver Group,Bank Transfer,1,5,5,25,High
03-05-2024,Credit,9591.76,"Mcdonald, Michael and Martinez",Cash,0,2,5,10,Medium
02-01-2025,Credit,5160.13,Rogers-Perry,Credit Card,0,2,3,6,Low
01-03-2024,Refund,8935.24,"Robinson, Wright and Rodgers",Bank Transfer,0,2,5,10,Medium
17-04-2024,Debit,9354.79,White-Young,Bank Transfer,0,2,5,10,Medium
08-03-2024,Credit,8926.01,"Johnson, Collins and Fisher",Bank Transfer,0,2,5,10,Medium
10-03-2024,Refund,8485.03,Pace Group,Credit Card,0,2,5,10,Medium
18-02-2024,Debit,584.39,Johnson-Hammond,Credit Card,0,2,2,4,Low
08-09-2024,Credit,68.85,"Holloway, Walters and Harrison",Cash,0,2,2,4,Low
07-03-2024,Credit,4608.94,"Nelson, Harrington and Santos",Cash,0,2,3,6,Low
20-07-2024,Credit,2990.52,Dean LLC,Bank Transfer,0,2,2,4,Low
11-11-2024,Debit,1080.57,Peterson Group,Cash,0,2,2,4,Low
04-10-2024,Debit,3503.72,"Green, Price and Greene",Bank Transfer,0,2,3,6,Low
11-07-2024,Credit,7227.11,"Hernandez, Brown and White",Bank Transfer,0,2,3,6,Low
17-11-2024,Credit,4026.66,Jones-Allen,Credit Card,0,2,3,6,Low
15-08-2024,Debit,98.55,Sherman-Roman,Cash,0,2,2,4,Low
14-11-2024,Refund,4313.73,Sanders LLC,Bank Transfer,1,5,3,15,High
23-05-2024,Debit,1983.47,Thomas LLC,Credit Card,0,2,2,4,Low
23-03-2024,Refund,5295.67,Thomas-Hernandez,Credit Card,0,2,3,6,Low
09-10-2024,Refund,8986.11,"Leonard, Wright and Edwards",Cash,0,2,5,10,Medium
23-03-2024,Refund,4113.08,Hammond and Sons,Cash,0,2,3,6,Low
05-09-2024,Credit,9131.96,Holloway-Cooper,Credit Card,0,2,5,10,Medium
24-09-2024,Credit,79.04,Fowler Inc,Cash,0,2,2,4,Low
28-06-2024,Refund,7696.78,Larson Ltd,Bank Transfer,0,2,3,6,Low
21-01-2024,Refund,2508.85,Bowman LLC,Credit Card,1,5,2,10,Medium
03-11-2024,Refund,4712.28,Anderson-Johnson,Cash,0,2,3,6,Low
12-11-2024,Debit,3749.35,"Daniels, Allen and Carter",Credit Card,0,2,3,6,Low
17-07-2024,Credit,3651.31,Ross-Herring,Cash,0,2,3,6,Low
03-01-2025,Refund,8923.01,Nelson LLC,Cash,0,2,5,10,Medium
05-02-2024,Refund,5368.91,"May, Andrews and Brady",Bank Transfer,0,2,3,6,Low
02-11-2024,Debit,2702.12,"Baker, Gutierrez and Hall",Cash,0,2,2,4,Low
02-03-2024,Credit,9893.8,"Taylor, Tyler and Thomas",Credit Card,0,2,5,10,Medium
14-06-2024,Refund,6566.23,Taylor-Yang,Credit Card,0,2,3,6,Low
26-12-2024,Credit,4399.17,Young and Sons,Cash,0,2,3,6,Low
29-02-2024,Refund,1407.35,Hanson Ltd,Bank Transfer,0,2,2,4,Low
15-10-2024,Debit,7473.44,"Hammond, Hayes and Turner",Credit Card,0,2,3,6,Low
25-05-2024,Debit,68.04,Williams LLC,Cash,0,2,2,4,Low
24-02-2024,Credit,8836.93,Lynch-Moore,Bank Transfer,0,2,5,10,Medium
01-06-2024,Debit,7095.1,Cruz LLC,Bank Transfer,0,2,3,6,Low
30-07-2024,Credit,1115.55,Farrell and Sons,Cash,0,2,2,4,Low
28-02-2024,Refund,2856.15,Lowe-Gross,Credit Card,0,2,2,4,Low
19-11-2024,Debit,1345.47,Harrison-Kennedy,Cash,1,5,2,10,Medium
12-03-2024,Refund,4216.35,Pope and Sons,Bank Transfer,0,2,3,6,Low
08-07-2024,Refund,3318.82,"Morgan, Vazquez and Larsen",Cash,0,2,3,6,Low
19-06-2024,Debit,325.75,"Young, Smith and Simmons",Cash,0,2,2,4,Low
14-10-2024,Debit,6665.39,Jones-Miller,Cash,0,2,3,6,Low
20-12-2024,Debit,9484.27,Dickson-Hernandez,Credit Card,1,5,5,25,High
01-08-2024,Refund,9597.39,Cain PLC,Credit Card,1,5,5,25,High
02-01-2025,Credit,9829.46,Davis-Torres,Credit Card,0,2,5,10,Medium
28-08-2024,Credit,1196.74,Barajas-Rivera,Cash,0,2,2,4,Low
06-11-2024,Refund,4895.79,"Reynolds, Smith and Velazquez",Bank Transfer,0,2,3,6,Low
15-01-2024,Refund,4960.72,"Johnson, Washington and Benton",Credit Card,1,5,3,15,High
19-01-2024,Refund,6820.55,"Giles, Rice and Kelley",Bank Transfer,0,2,3,6,Low
29-04-2024,Debit,1283.07,Williams Group,Credit Card,0,2,2,4,Low
30-03-2024,Credit,7513.39,Mcpherson-Monroe,Credit Card,0,2,3,6,Low
13-11-2024,Credit,7805.57,Rogers Ltd,Bank Transfer,0,2,3,6,Low
22-06-2024,Credit,4004.76,Ortiz PLC,Credit Card,0,2,3,6,Low
08-01-2024,Credit,7262.69,Phillips-Gallegos,Cash,0,2,3,6,Low
17-04-2024,Credit,7421.51,Miller-Turner,Credit Card,0,2,3,6,Low
30-09-2024,Credit,8258.14,Schultz PLC,Cash,0,2,5,10,Medium
28-02-2024,Refund,1322.86,"Long, Bradley and Mitchell",Cash,0,2,2,4,Low
10-07-2024,Refund,9577.21,Snyder PLC,Cash,0,2,5,10,Medium
22-10-2024,Debit,7929.2,Murphy-Higgins,Credit Card,0,2,3,6,Low
21-10-2024,Refund,1269.97,"White, Robinson and Collins",Bank Transfer,0,2,2,4,Low
25-08-2024,Refund,3447.76,"Kane, Hanson and Neal",Credit Card,0,2,3,6,Low
20-08-2024,Credit,146.35,Palmer PLC,Bank Transfer,0,2,2,4,Low
06-06-2024,Debit,6847.53,Woodard LLC,Credit Card,0,2,3,6,Low
08-11-2024,Credit,529.88,Jones-Gates,Bank Transfer,0,2,2,4,Low
21-02-2024,Debit,8300.06,"Atkins, Benton and Johnson",Bank Transfer,0,2,5,10,Medium
05-07-2024,Refund,4302.35,Vasquez Ltd,Cash,0,2,3,6,Low
31-07-2024,Refund,5974.9,Chapman-Cortez,Cash,0,2,3,6,Low
30-12-2024,Credit,90.21,Johnson-Gutierrez,Bank Transfer,0,2,2,4,Low
30-11-2024,Credit,4807.13,Vargas Inc,Credit Card,0,2,3,6,Low
30-05-2024,Credit,2829.41,Shannon Ltd,Bank Transfer,0,2,2,4,Low
08-08-2024,Refund,835.32,Gordon-Smith,Bank Transfer,0,2,2,4,Low
12-03-2024,Refund,4295.23,Davis-Barrera,Bank Transfer,0,2,3,6,Low
07-03-2024,Refund,6179.96,Hodge-Moreno,Credit Card,0,2,3,6,Low
26-12-2024,Debit,7295.19,Smith-Parker,Bank Transfer,0,2,3,6,Low
23-12-2024,Credit,1876.73,"Long, Brown and Henry",Bank Transfer,0,2,2,4,Low
13-06-2024,Debit,2818.58,"Hickman, Peck and Luna",Cash,0,2,2,4,Low
04-09-2024,Refund,1159.05,Reynolds-Andrews,Bank Transfer,0,2,2,4,Low
18-03-2024,Refund,2642.67,Greene and Sons,Bank Transfer,0,2,2,4,Low
21-10-2024,Debit,7012.55,"Smith, Ponce and Davis",Credit Card,0,2,3,6,Low
17-09-2024,Credit,6666.64,"Koch, Roach and Flores",Bank Transfer,0,2,3,6,Low
28-01-2024,Credit,4297.3,Cox LLC,Bank Transfer,0,2,3,6,Low
23-06-2024,Refund,4744.19,Phillips Group,Cash,0,2,3,6,Low
30-05-2024,Refund,7829.34,Garcia-Murphy,Credit Card,0,2,3,6,Low
13-05-2024,Refund,1039.62,Bennett-Carson,Credit Card,0,2,2,4,Low
31-10-2024,Credit,7307.26,"Butler, Santana and Olsen",Bank Transfer,0,2,3,6,Low
01-02-2024,Debit,6114.89,Schneider PLC,Credit Card,1,5,3,15,High
07-12-2024,Refund,1894.8,Hood-Garza,Cash,1,5,2,10,Medium
19-05-2024,Refund,8550.17,"Burch, Bass and Alvarez",Credit Card,0,2,5,10,Medium
14-08-2024,Debit,6292.79,"Richardson, Fry and Sanchez",Cash,0,2,3,6,Low
15-10-2024,Credit,1495.77,Benjamin PLC,Bank Transfer,0,2,2,4,Low
03-10-2024,Refund,1213.41,Gutierrez PLC,Credit Card,0,2,2,4,Low
07-04-2024,Credit,4018.82,Hester-Kramer,Credit Card,0,2,3,6,Low
19-03-2024,Refund,2745.88,Olson Inc,Cash,0,2,2,4,Low
10-06-2024,Credit,1929.85,"Buchanan, Jones and Lopez",Bank Transfer,0,2,2,4,Low
05-09-2024,Debit,1470.63,"Mitchell, Carrillo and Kline",Credit Card,0,2,2,4,Low
09-02-2024,Refund,186.44,Decker PLC,Credit Card,0,2,2,4,Low
10-12-2024,Refund,2004.44,Davis Group,Cash,0,2,2,4,Low
31-12-2024,Refund,8644.86,Barnes PLC,Cash,0,2,5,10,Medium
29-03-2024,Refund,3809.72,Garrett LLC,Cash,0,2,3,6,Low
24-02-2024,Refund,5254.46,Houston-Hill,Credit Card,0,2,3,6,Low
31-10-2024,Debit,7004.59,Roberts-Velazquez,Credit Card,0,2,3,6,Low
10-08-2024,Refund,9801.44,Cohen-Carr,Bank Transfer,0,2,5,10,Medium
23-05-2024,Refund,2225.53,"Friedman, Alvarado and Sherman",Cash,0,2,2,4,Low
01-02-2024,Credit,4266.5,"Davis, Sullivan and Brown",Credit Card,0,2,3,6,Low
14-06-2024,Refund,622.88,Brooks Inc,Cash,0,2,2,4,Low
27-07-2024,Credit,4276.46,Hill PLC,Bank Transfer,0,2,3,6,Low
17-10-2024,Debit,526.04,Melendez-Jones,Bank Transfer,1,5,2,10,Medium
31-01-2024,Credit,1109.45,Perez and Sons,Cash,0,2,2,4,Low
24-08-2024,Credit,3642.13,Wade PLC,Cash,0,2,3,6,Low
12-05-2024,Debit,9430.56,Mason and Sons,Bank Transfer,1,5,5,25,High
01-10-2024,Debit,7118.74,Campbell-Hansen,Cash,0,2,3,6,Low
17-03-2024,Credit,2477.22,Davis Ltd,Bank Transfer,0,2,2,4,Low
04-08-2024,Credit,8952.11,Huang-Rodgers,Credit Card,0,2,5,10,Medium
20-12-2024,Debit,1825.7,Peterson-Garcia,Cash,0,2,2,4,Low
27-04-2024,Debit,15.35,Carter Group,Cash,0,2,2,4,Low
20-12-2024,Debit,6607.7,Wilkinson LLC,Bank Transfer,0,2,3,6,Low
03-08-2024,Debit,3223.18,"Bryant, Morris and Stephens",Credit Card,0,2,3,6,Low
17-10-2024,Debit,2860.32,Garrett PLC,Cash,0,2,2,4,Low
28-02-2024,Credit,2808.79,"Black, Baldwin and Rodriguez",Credit Card,0,2,2,4,Low
28-09-2024,Debit,6069.15,James Ltd,Credit Card,0,2,3,6,Low
30-09-2024,Refund,4314.77,"Jackson, Brown and Smith",Cash,0,2,3,6,Low
22-04-2024,Refund,2530.11,Kelly Inc,Bank Transfer,0,2,2,4,Low
08-02-2024,Refund,4917.95,"Ellis, Woodward and Shelton",Credit Card,0,2,3,6,Low
22-07-2024,Refund,3349.48,White and Sons,Bank Transfer,0,2,3,6,Low
21-12-2024,Debit,1124.17,Hernandez Group,Cash,0,2,2,4,Low
13-12-2024,Refund,6692.79,"Jefferson, Barrett and Johnson",Bank Transfer,0,2,3,6,Low
14-04-2024,Credit,6832.79,"Morris, Fleming and Bartlett",Credit Card,0,2,3,6,Low
09-05-2024,Refund,7706.93,"Neal, Sutton and Schultz",Bank Transfer,1,5,3,15,High
13-08-2024,Debit,1311.78,"Tran, Turner and Garcia",Cash,0,2,2,4,Low
14-11-2024,Refund,3612.08,Davis and Sons,Credit Card,0,2,3,6,Low
02-06-2024,Credit,8102.25,Taylor-Hernandez,Bank Transfer,0,2,5,10,Medium
22-07-2024,Debit,7431.89,Craig-Garrett,Cash,0,2,3,6,Low
10-01-2024,Debit,5893.22,Jordan-Cunningham,Credit Card,0,2,3,6,Low
20-06-2024,Debit,6051.09,"Herrera, Jones and Jones",Cash,1,5,3,15,High
26-12-2024,Refund,2390.14,"Cortez, Smith and Washington",Credit Card,0,2,2,4,Low
14-02-2024,Refund,2766.71,Kramer-Ball,Cash,0,2,2,4,Low
16-01-2024,Debit,5847.43,Johnson-Brown,Bank Transfer,0,2,3,6,Low
08-07-2024,Refund,881.44,"Jones, Lee and Preston",Bank Transfer,0,2,2,4,Low
24-01-2024,Credit,1072.59,"Ruiz, Watkins and Boyle",Cash,0,2,2,4,Low
28-03-2024,Debit,6299.29,Whitaker Group,Cash,0,2,3,6,Low
03-09-2024,Credit,6022.33,Pham-Martin,Credit Card,0,2,3,6,Low
25-06-2024,Credit,419.98,"Davidson, Schneider and Wilson",Credit Card,0,2,2,4,Low
30-05-2024,Refund,9683.62,"Chen, Robinson and Johnson",Cash,0,2,5,10,Medium
19-11-2024,Refund,8841.57,Boyer and Sons,Bank Transfer,1,5,5,25,High
24-01-2024,Debit,8175.92,"Hartman, Manning and Cook",Bank Transfer,0,2,5,10,Medium
24-06-2024,Credit,1937.35,Morgan-Chapman,Bank Transfer,0,2,2,4,Low
25-07-2024,Refund,4463.24,Cummings Group,Cash,0,2,3,6,Low
30-11-2024,Credit,995.39,"Vaughan, Walker and Tanner",Bank Transfer,0,2,2,4,Low
13-02-2024,Refund,9418.76,Butler-Dickerson,Bank Transfer,1,5,5,25,High
04-05-2024,Credit,6193.91,Reed Group,Bank Transfer,0,2,3,6,Low
22-09-2024,Debit,3021.75,"Bryant, Rogers and Young",Bank Transfer,0,2,3,6,Low
10-06-2024,Refund,4747.24,Robles-Evans,Credit Card,1,5,3,15,High
03-06-2024,Debit,7612.27,Scott-Small,Cash,0,2,3,6,Low
17-05-2024,Credit,5340.24,"Schmitt, Lopez and Thompson",Cash,1,5,3,15,High
09-10-2024,Credit,1545.19,"Lewis, Gibson and Hughes",Bank Transfer,0,2,2,4,Low
23-09-2024,Debit,1287.04,"Jackson, Miller and Meyer",Credit Card,0,2,2,4,Low
22-09-2024,Credit,4187.94,Day PLC,Bank Transfer,0,2,3,6,Low
30-10-2024,Refund,7118.92,"Roy, Gibson and Williams",Credit Card,0,2,3,6,Low
25-09-2024,Refund,8916.95,Rice Group,Bank Transfer,1,5,5,25,High
25-06-2024,Credit,7595.96,Leonard LLC,Bank Transfer,0,2,3,6,Low
10-02-2024,Credit,8462.42,Hess-Taylor,Cash,0,2,5,10,Medium
09-08-2024,Credit,5607.86,Lara Group,Credit Card,0,2,3,6,Low
27-04-2024,Credit,3479.92,King Inc,Cash,0,2,3,6,Low
16-03-2024,Refund,3666.46,"Johnson, White and Sullivan",Cash,0,2,3,6,Low
